	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
268420	7.68525391004574	0.41821458384795	0.577325023667048	0.159110439819098	0	0	0	0.938522826205081	0.876882032600197	0.988668761032851	0	0	0	268420	Alkbh5	chr11
16897	6.36250352315449	0.380897894966732	0.3881082727261	0.00721037775936839	0	0	0	0.984929047970329	0.984326693793358	0.999901429681664	0	0	0	16897	Llgl1	chr11
14248	7.28161298678463	0.0378554164797391	-0.104789621413117	-0.142645037892856	0	0	0	0.997203368899708	0.991790684230611	0.991292028530954	0	0	0	14248	Flii	chr11
237781	3.28757942048428	0.657298047998262	-0.84649427786374	-1.503792325862	0	0	-1.11458394841146	0.752849339922558	0.636000142833555	0.153567006047857	0	0	-1	237781	Mief2	chr11
21975	4.08108701341855	0.495415230971674	0.215918319001752	-0.279496911969922	0	0	0	0.950795563471985	0.991620271997854	0.987447075792406	0	0	0	21975	Top3a	chr11
237782	6.47190999084781	-0.0923502946917631	0.393241668326815	0.485591963018578	0	0	0	0.990808428882322	0.941291840627718	0.923663865791701	0	0	0	237782	Smcr8	chr11
20425	5.05643483331708	-0.498191307599008	-0.76210507937747	-0.263913771778462	0	0	0	0.839268258987281	0.686083968213393	0.939424363856169	0	0	0	20425	Shmt1	chr11
216820	4.31777456756706	0.758640869731054	-0.114548704414838	-0.873189574145892	0	0	0	0.718510734765568	0.98479957253025	0.62668356998411	0	0	0	216820	Dhrs7b	chr11
216821	5.62642852885925	-0.556783855911375	-0.147349100136367	0.409434755775008	0	0	0	0.917937973521496	0.99187872816658	0.967954732807875	0	0	0	216821	Tmem11	chr11
24083	5.24619275033083	0.383211202266689	0.115864518386427	-0.267346683880262	0	0	0	0.940929955681118	0.988128083513631	0.971164431023276	0	0	0	24083	Natd1	chr11
24082	2.70178224078254	-1.57738401884808	-0.982453646877984	0.5949303719701	-0.77890384949588	0	0	0.238324453393032	0.527362858681726	0.746063945718717	-1	0	0	24082	Map2k3os	chr11
26397	8.5280774500565	-2.00016135979989	-1.26487114639464	0.735290213405257	-2.17474341440972	-0.580049456980646	0	0.035554617028227	0.292167625732459	0.720722843419835	-1	0	0	26397	Map2k3	chr11
16515	-2.6397437465174	1.13155575797952	2.08323402523431	0.951678267254792	0.114637118992588	0.936581669493904	0	0.511387363914625	0.20962643465688	0.585893315237324	0	1	0	16515	Kcnj12	chr11
216825	7.23043154279302	-0.158038675574593	-0.380843879281698	-0.222805203707105	0	0	0	0.989725299922457	0.961268598575841	0.987509855648702	0	0	0	216825	Usp22	chr11
11670	0.371398684750956	3.83237456212987	0.413110798074295	-3.41926376405558	1.09512257178995	0	-0.960860873266188	0.211229398180319	0.866958908469945	0.249864711518019	1	0	-1	11670	Aldh3a1	chr11
11671	6.53711139464711	1.04497942594252	-0.97084171890048	-2.015821144843	0.133178267182838	0	-3.18663201132951	0.449498671683327	0.533803022585311	0.00892259522463916	0	0	-1	11671	Aldh3a2	chr11
67473	-2.95530975991535	-0.553075084733102	1.26725259391329	1.82032767864639	0	0.126806894230363	0.410538047627213	0.819676821268663	0.61234414368323	0.450383393971913	0	0	0	67473	Slc47a1	chr11
76293	-0.292756170845887	0.768032085710591	0.748939212613361	-0.0190928730972297	0	0	0	0.778750867932582	0.777592159801498	0.994256950912514	0	0	0	76293	Mfap4	chr11
23939	4.69530836721437	0.0574434361719796	-0.155764493789611	-0.213207929961591	0	0	0	0.990268893669638	0.974001028118463	0.965540380296922	0	0	0	23939	Mapk7	chr11
73216	-1.02379211064232	0.931487566543479	-1.1584049921422	-2.08989255868568	0	-0.236490740858165	-1.61515106030099	0.554503395517197	0.418779789937305	0.0792947075710876	0	0	-1	73216	B9d1os	NA
27078	3.44148778111513	0.721191568127156	0.0400711322533471	-0.681120435873809	0	0	0	0.753444921409327	0.995494014064081	0.792173516101592	0	0	0	27078	B9d1	chr11
13855	6.38407614731093	1.61234471729487	-0.025742786849781	-1.63808750414465	1.21612249610042	0	-1.36275398409554	0.134730963464455	0.99348987244477	0.110486716598904	1	0	-1	13855	Epn2	chr11
109342	-1.40974302745517	-0.785198111377465	-0.0400267652420569	0.745171346135408	0	0	0	0.636322395762739	0.982242671688916	0.654758445373297	0	0	0	109342	Slc5a10	chr11
69640	5.95865524835031	-2.09917061172923	-1.47464837512862	0.624522236600606	-0.834874519419599	-0.360378436611116	0	0.24465332881126	0.418775496320256	0.728681295385254	-1	0	0	69640	Fam83g	chr11
212627	3.59534984446749	0.0135036099435308	-0.306686518214868	-0.320190128158399	0	0	0	0.997653114485789	0.941374856841122	0.941695975360251	0	0	0	212627	Prpsap2	chr11
29869	5.72179536894843	0.0284531909237424	0.390373293375747	0.361920102452005	0	0	0	0.999591317048177	0.987079650624178	0.991264788913799	0	0	0	29869	Ulk2	chr11
56697	5.11678964541506	0.290160882802892	-0.131838420808415	-0.421999303611307	0	0	0	0.983973432501741	0.995114256467028	0.97203892144829	0	0	0	56697	Akap10	chr11
432572	6.32513965017798	1.03587360109909	0.765630404603267	-0.270243196495824	0.0655953893683245	0	0	0.479394739088006	0.667855093046949	0.922342980129394	0	0	0	432572	Specc1	chr11
11541	-0.552536869901843	0.268055161698241	2.37623815462242	2.10818299292418	0	1.81129174678451	1.49605577005957	0.890261792279971	0.0608964512141824	0.0941482073543804	0	1	1	11541	Adora2b	chr11
69747	1.48651883745371	0.299684083221064	0.0158551134611473	-0.283828969759916	0	0	0	0.931857287133786	0.997106419434756	0.943151472891448	0	0	0	69747	Zswim7	chr11
72795	4.95018346778793	-0.71887590435082	-0.0620640380128838	0.656811866337936	0	0	0	0.816192061617668	0.996371082377413	0.872347921576964	0	0	0	72795	Ttc19	chr11
20185	8.22093499150352	-0.0466097922614725	-0.105382772006037	-0.058772979744564	0	0	0	0.998630582190527	0.996647042909567	0.998750294264141	0	0	0	20185	Ncor1	chr11
327942	2.48533984907093	0.20601663139317	-0.897380231685759	-1.10339686307893	0	0	-0.171130212685051	0.921403630974139	0.5739813326433	0.440853624474354	0	0	0	327942	Pigl	chr11
73139	2.35000929067886	-0.181889315938047	-2.21248221572558	-2.03059289978753	0	-1.53965167149877	-1.35461422758819	0.919393935752844	0.0891620348401349	0.11444341720585	0	-1	-1	73139	Cenpv	chr11
100503292	-0.826740333683027	-1.16385176322711	-1.98567661121561	-0.821824847988505	-0.209727098263652	-1.31197577162555	0	0.435738098184104	0.121079249423578	0.616742626714665	0	-1	0	100503292	Gm12279	NA
22187	6.63496186268341	-0.713371675105764	-1.16015726812322	-0.446785593017455	0	-0.350005267347823	0	0.728253923412694	0.370334542738963	0.887132557336926	0	0	0	22187	Ubb	chr11
22368	-0.885256240974564	1.02024484014932	0.67769636551662	-0.342548474632703	0.0118056280534122	0	0	0.636216981652715	0.745058021939817	0.869894439661257	0	0	0	22368	Trpv2	chr11
69221	6.42166459353167	-0.25064479681191	-0.339933403512618	-0.0892886067007082	0	0	0	0.977115018615808	0.963257513782822	0.994726199596164	0	0	0	69221	2410006H16Rik	chr11
100217426	-0.997017597646034	-0.701261940866241	0.34772443102934	1.04898637189558	0	0	0.0819995496168578	0.691802899073267	0.865756886349133	0.475109398307277	0	0	0	100217426	Snord49b	chr11
100217455	-0.56065924068048	-0.480405913455816	-0.221129257152439	0.259276656303376	0	0	0	0.813841414406271	0.923098514819569	0.915034829700982	0	0	0	100217455	Snord49a	chr11
100217444	-1.35459596070849	-0.287243507826794	0.0252786247363548	0.312522132563149	0	0	0	0.890245380335975	0.990736324573792	0.885908193977913	0	0	0	100217444	Snord65	chr11
192976	2.08030670534139	0.744168818726003	-0.171899597702504	-0.916068416428508	0	0	0	0.694087986073229	0.961348855785387	0.57086673697952	0	0	0	192976	Lrrc75a	chr11
216829	4.06270472343926	0.433474203945333	-0.737915554443286	-1.17138975838862	0	0	-0.344750305193813	0.852360295889539	0.699109071282359	0.372897048630913	0	0	0	216829	Mmgt2	chr11
170740	1.8599342344619	0.719788743358572	0.475265784577825	-0.244522958780747	0	0	0	0.683058115744552	0.818406658207826	0.916019104456535	0	0	0	170740	Zfp287	chr11
192651	-0.113349046684438	1.1346393950533	2.28022230199373	1.14558290694043	0.151820632505356	1.40941957008148	0.159966053063919	0.467535889491343	0.108328108379334	0.466278152932713	0	1	0	192651	Zfp286	chr11
94092	5.68390013702071	-0.520752073284896	-1.52485164314781	-1.00409956986291	0	-0.653291109757316	-0.00547135878917253	0.766131279051903	0.277791911350943	0.515515612691458	0	0	0	94092	Trim16	chr11
213980	-1.36541779237486	-0.374421440885239	1.38257299802772	1.75699443891296	0	0.578619955927049	1.20752018419181	0.857046887654453	0.296737335162467	0.137433463210208	0	0	1	213980	Fbxw10	chr11
67510	5.87685671803067	0.120899305186121	-0.413902623283441	-0.534801928469562	0	0	0	0.993280622121894	0.959966936144237	0.936001991802742	0	0	0	67510	Tvp23b	chr11
18858	5.13462396076726	-0.601641883510631	2.02412327443016	2.62576515794079	0	1.72090203153791	2.87554263486108	0.766596986638885	0.0679232985425177	0.0136993843593281	0	1	1	18858	Pmp22	chr11
54710	3.5053628283015	-0.556382148517256	2.20813278450141	2.76451493301867	0	0.850305691550239	1.29544431304763	0.762645466638412	0.244598616721497	0.135985058767868	0	1	1	54710	Hs3st3b1	chr11
70383	3.73952369903363	0.320965726126574	0.602950625743516	0.281984899616942	0	0	0	0.934848969275391	0.819525794165707	0.947338551107299	0	0	0	70383	Cox10	chr11
66456	1.2869648871699	0.0267563184931268	1.20473344801	1.17797712951687	0	0.305180067145139	0.275956167197645	0.99012830968377	0.392864347384041	0.402682661456039	0	0	0	66456	2810001G20Rik	chr11
654805	-3.62119817226663	0.850540977122521	2.93577393402111	2.08523295689859	0	1.36625102459895	0.794384729840336	0.657003472217853	0.124698158940804	0.259356111265373	0	1	0	654805	F930015N05Rik	NA
15478	0.822308629245837	0.364067217101374	3.07682999522336	2.71276277812199	0	1.69831701680732	1.43486776758518	0.83852182177565	0.0764435205280296	0.109431351676147	0	1	1	15478	Hs3st3a1	chr11
68626	5.2420433410879	-0.540590116559801	-0.274544087752239	0.266046028807562	0	0	0	0.911968465486166	0.976851669244092	0.981823113316181	0	0	0	68626	Elac2	chr11
216831	4.00136711517195	0.0364141522310009	1.64585800289962	1.60944385066862	0	0.837252853850305	0.819648768146684	0.985601029792411	0.223091857850934	0.227099266363141	0	1	1	216831	Arhgap44	chr11
214384	-2.11449796038298	1.67000454156022	3.549181523404	1.87917698184378	0.364402453821909	1.3541031397613	0.466592967466402	0.461031105198742	0.136368353914409	0.415878846769902	0	1	0	214384	Myocd	chr11
26398	6.78280644796266	-0.677205599014239	-0.267167028621486	0.410038570392753	0	0	0	0.862315864202792	0.984655566046427	0.972442490846829	0	0	0	26398	Map2k4	chr11
52712	4.56208498314534	-0.528842726755769	-0.37165533664851	0.157187390107259	0	0	0	0.916773003337972	0.961989399849181	0.991398123796384	0	0	0	52712	Zkscan6	chr11
338369	0.726931563349248	-0.481990580684685	-1.24953249972563	-0.767541919040943	0	-0.519384510796986	0	0.84242406665683	0.312151543194571	0.692287943509014	0	0	0	338369	Tmem220	chr11
66358	3.25111188737289	0.239466698461675	-0.20504317958341	-0.444509878045085	0	0	0	0.973060591527204	0.981334112015066	0.936889944863316	0	0	0	66358	Adprm	chr11
52892	3.74144568508756	-0.167702593271402	-0.266874983397484	-0.0991723901260815	0	0	0	0.992568473037853	0.986984981945507	0.996829680558978	0	0	0	52892	Sco1	chr11
17882	-2.43113004535286	2.57165887414103	3.3685331712446	0.796874297103576	0.725109559534411	1.09910352462897	0	0.321407727150636	0.199502403019937	0.75969831618249	0	1	0	17882	Myh2	chr11
17879	-1.80911907825353	4.89684553519749	4.67310712916549	-0.223738406032001	1.700835131215	1.69643411791163	0	0.089076111579792	0.0882519712056956	0.936349812368466	1	1	0	17879	Myh1	chr11
17884	-1.65172910524875	1.19147146508994	-1.31026590085201	-2.50173736594195	0.0887376151131526	-0.161632200103961	-0.769385037947454	0.639696829222108	0.574431952832455	0.295201333079202	0	0	0	17884	Myh4	chr11
14457	4.18004803542578	0.793458980013122	3.27622069447995	2.48276171446683	0	2.77996829026889	1.86011940934409	0.631725386438776	0.0161205361774955	0.0571450155297168	0	1	1	14457	Gas7	chr11
93896	-3.49861911151127	0.149375666160972	3.43882902966874	3.28945336350777	0	2.43465148430532	2.38031578634528	0.93320986813078	0.026509725455444	0.0283770348418214	0	1	1	93896	Glp2r	chr11
216835	4.36351601099658	-2.09500407175202	-2.08152075154139	0.0134833202106357	-1.00271323426606	-0.994681084032835	0	0.190722196872928	0.192524108701992	0.994011204681994	-1	-1	0	216835	Usp43	chr11
55943	4.2896704223826	0.176716278425251	-0.221704329512739	-0.39842060793799	0	0	0	0.991665683893486	0.990157825947952	0.974286451094979	0	0	0	55943	Stx8	chr11
100504352	-1.8755578482765	-2.00047019416495	-1.49818124740197	0.502288946762989	-0.924578129345263	-0.459023711887403	0	0.210083310006568	0.360369682730945	0.772155632579217	-1	0	0	100504352	C78197	NA
18208	6.94121513331829	-0.438372087078198	-0.848036358597511	-0.409664271519313	0	0	0	0.8120879428647	0.642531412184754	0.820583014120511	0	0	0	18208	Ntn1	chr11
320207	-0.459199121267431	0.793739121890962	1.82916833728	1.03542921538904	0	0.580618030995654	0.0250334140996291	0.677661449340236	0.337249179666416	0.589558524249552	0	0	0	320207	Pik3r5	chr11
215723	1.76980488482105	-2.61338435298272	-4.99726874356011	-2.38388439057739	-1.18708674635336	-3.15495334485803	-1.44275014098215	0.157089338491663	0.0106912187217825	0.104291879491143	-1	-1	-1	215723	Mfsd6l	chr11
77579	6.34264191822959	1.11162812642532	2.88695032991306	1.77532220348775	0.19297014332638	3.13651687265051	1.35291944850882	0.43148182718932	0.00976453867458402	0.112658249461469	0	1	1	77579	Myh10	chr11
83431	8.08941294689066	-1.41196482297959	-1.57010013538265	-0.158135312403065	-0.882763298202507	-1.20711570121837	0	0.205853992844383	0.136140943795445	0.96643591250767	-1	-1	0	83431	Ndel1	chr11
19941	6.79658233964354	-1.81841776121416	-1.87150197590103	-0.0530842146868675	-0.627085952784222	-0.662246828595397	0	0.312419728923049	0.300618346703208	0.977024433108948	0	0	0	19941	Rpl26	chr11
442801	0.466951692455098	0.384972856040346	1.10611826746033	0.721145411419983	0	0.116022525991106	0	0.826508555444251	0.485120397900421	0.667597670097217	0	0	0	442801	Arhgef15	chr11
71998	3.12471849026017	-0.144271069710435	-2.48095150777444	-2.336680438064	0	-3.94231769673599	-3.69967243994075	0.973207193059639	0.0035083332603368	0.00468855030851622	0	-1	-1	71998	Slc25a35	chr11
57785	1.18910195548752	0.484830266789604	0.00259299141334601	-0.482237275376258	0	0	0	0.865361592847431	0.999539918095478	0.877312554198513	0	0	0	57785	Rangrf	chr11
237823	5.03735191490084	0.518845421718184	0.27366781610248	-0.245177605615703	0	0	0	0.809688990060981	0.916173009460175	0.927991545853574	0	0	0	237823	Pfas	chr11
68964	5.3043067436885	-0.110996690382782	-0.0433129807920141	0.0676837095907681	0	0	0	0.997736332648722	0.999197421768114	0.998982772288396	0	0	0	68964	Ctc1	chr11
20877	2.75972455968497	1.51300105647872	2.60915484829292	1.0961537918142	0.641263890647113	1.98927179634041	0.115093030848702	0.281454686110749	0.0477665172716557	0.478106216356632	0	1	0	20877	Aurkb	chr11
71923	3.79587058963673	-0.0467505261329828	-0.191057542619956	-0.144307016486973	0	0	0	0.99368413859272	0.974160598650913	0.982984831071039	0	0	0	71923	Borcs6	chr11
66910	2.76748128473724	0.248910264617741	-0.228586393301654	-0.477496657919395	0	0	0	0.952838946648122	0.96266638000714	0.892824764768353	0	0	0	66910	Tmem107	chr11
22318	5.92682295543952	-0.635441684430004	-0.923204155973845	-0.28776247154384	0	0	0	0.843546637011864	0.588162360645041	0.973281362701216	0	0	0	22318	Vamp2	chr11
18626	8.32844389561668	-2.32966827752451	-1.15949317497712	1.17017510254739	-1.64173847567081	-0.20025393254982	0.22119676895679	0.0776331711244204	0.440560068796607	0.430421887481198	-1	0	0	18626	Per1	chr11
84653	-2.48638751626623	-0.307813299429791	-0.346587353676518	-0.0387740542467265	0	0	0	0.866590544574982	0.85041868829473	0.984188703241439	0	0	0	84653	Hes7	chr11
23801	2.64197604735847	-3.20929814912573	-2.43743939895579	0.77185875016994	-2.5549572622605	-1.63686643542266	0	0.0219980078454793	0.0788856876594897	0.647692255215301	-1	-1	0	23801	Aloxe3	chr11
11688	-0.685654865726294	-2.52243319345454	-0.922241449682615	1.60019174377192	-0.851223216185562	0	0.374147884737261	0.260113465512419	0.68179209567639	0.43729526393298	0	0	0	11688	Alox8	chr11
216846	4.05058854215875	0.203633595877011	0.213317737074965	0.00968414119795469	0	0	0	0.967723512138538	0.968074466107645	0.998758860973959	0	0	0	216846	Cntrob	chr11
245828	4.14801513581515	0.819973348960515	0.100671840489166	-0.719301508471349	0	0	0	0.68567286730791	0.990768083419749	0.781029423972849	0	0	0	245828	Trappc1	chr11
16499	1.03761399611252	1.24620179509235	-1.13091418192241	-2.37711597701476	0.319088706035947	-0.194655582173216	-1.96221111165707	0.392796474326276	0.435010788930844	0.0489480451741928	0	0	-1	16499	Kcnab3	chr11
80515	1.03447379823459	3.65751535739328	3.97187759031379	0.314362232920511	2.74169502797752	3.10130684288779	0	0.0173959858361462	0.0108290651802952	0.859474958040265	1	1	0	80515	Rnf227	chr11
216848	7.56093603376566	-0.170823561478564	-1.02665728407028	-0.855833722591719	0	-0.0665128836600388	0	0.973184310942587	0.47553425449756	0.64571841571172	0	0	0	216848	Chd3	chr11
327951	1.57895169464565	0.469999655529802	0.345130148540693	-0.124869506989109	0	0	0	0.871500953186467	0.922239249004499	0.976874254265745	0	0	0	327951	Cyb5d1	chr11
78304	3.89158137730467	0.320588545490029	-0.217267063161092	-0.537855608651121	0	0	0	0.973104150496853	0.987805011553105	0.929182044324538	0	0	0	78304	Naa38	chr11
67020	0.481879569336358	-1.37790724448493	-0.710249551826016	0.66765769265891	-0.518168366446672	0	0	0.31912833732048	0.67547214987926	0.705018903056496	0	0	0	67020	Tmem88	chr11
216850	8.65419249084339	-2.34227847358662	-1.58821142226554	0.754067051321082	-1.57258104341163	-0.69501139724563	0	0.0859378325174209	0.266493529021994	0.650140774147591	-1	0	0	216850	Kdm6b	chr11
327954	-0.0353886162735132	-1.73625382299417	-0.678941590147608	1.05731223284656	-1.02311954475336	0	0.0870438933742547	0.176134547089533	0.691893131422625	0.476315936893338	-1	0	0	327954	Dnah2	chr11
13643	0.278159579925125	0.419382314415065	2.14058534170236	1.72120302728729	0	1.09382773430508	0.709420346213018	0.811119181291279	0.16829603372457	0.269340574506343	0	1	0	13643	Efnb3	chr11
216853	2.99291449153307	0.526150485864954	0.218602145418446	-0.307548340446508	0	0	0	0.869914357865329	0.968777319994386	0.949929579036697	0	0	0	216853	Wrap53	chr11
22059	6.23600772576447	0.1101329798097	0.46035142692862	0.35021844711892	0	0	0	0.992964644082147	0.942266599627481	0.972023868752541	0	0	0	22059	Trp53	chr11
11932	0.448093770139909	0.536725044914767	1.65519995236737	1.1184749074526	0	0.425037786676868	0.0785254121630512	0.788862940198458	0.40928458150148	0.573815150064888	0	0	0	11932	Atp1b2	chr11
69215	1.21127271692918	-0.120080264603192	0.0211946361960904	0.141274900799282	0	0	0	0.972937024102411	0.995442713739736	0.971542615888706	0	0	0	69215	Sat2	chr11
23879	6.45284967805137	0.331029618210384	0.231709511695258	-0.0993201065151261	0	0	0	0.993285512646668	0.996626941431946	0.999194197889866	0	0	0	23879	Fxr2	chr11
20670	-0.317179113519568	1.3954786335237	-0.256893391102913	-1.65237202462661	0.610286524132946	0	-1.07126444918032	0.286222329235444	0.911135778357318	0.163907078884391	0	0	-1	20670	Sox15	chr11
24070	5.51825701946555	-0.220108613942612	-0.578523436333795	-0.358414822391182	0	0	0	0.970410214221866	0.860214024523193	0.951031061156858	0	0	0	24070	Mpdu1	chr11
12514	2.98514017216875	-0.195312544793937	1.04312042558342	1.23843297037736	0	0.0821396611022922	0.481478024787498	0.949786895752597	0.472235157719888	0.325047300862262	0	0	0	12514	Cd68	chr11
13681	7.56224745079249	-0.562236084135705	-0.0104628597372738	0.551773224398431	0	0	0	0.910477586884925	0.999420618029296	0.928069013683303	0	0	0	13681	Eif4a1	chr11
80886	6.15503539914768	0.00847375928893257	0.0139987703137789	0.00552501102484637	0	0	0	0.999935612821094	0.999895353539215	0.999969445180862	0	0	0	80886	Senp3	chr11
100503827	-2.02800240463651	-0.33593692377692	-0.247087102066533	0.0888498217103866	0	0	0	0.849194325869732	0.889165993500197	0.960240630129198	0	0	0	100503827	Tnfsf13os	NA
69583	1.73324496433951	-0.796869241605488	-0.636064459766279	0.160804781839208	0	0	0	0.630300590624849	0.70869642513531	0.931813373279362	0	0	0	69583	Tnfsf13	chr11
21944	2.08963088270824	-0.573221789876492	-0.0490659484998297	0.524155841376662	0	0	0	0.757253512588221	0.981775050619781	0.790862122424279	0	0	0	21944	Tnfsf12	chr11
20020	8.20539149823967	-0.288966530044882	-0.334163403677082	-0.0451968736322002	0	0	0	0.97469333774565	0.967079989952132	0.99775431015543	0	0	0	20020	Polr2a	chr11
75580	6.37112184931708	0.165904696451413	-0.112290162545848	-0.278194858997261	0	0	0	0.982334117638366	0.98857817556993	0.972134576528989	0	0	0	75580	Zbtb4	chr11
11443	5.3726432455035	-0.827709327047522	-1.25763117537601	-0.429921848328484	0	-0.326356780788011	0	0.612020718871731	0.391083052762909	0.816758719292336	0	0	0	11443	Chrnb1	chr11
14166	-0.103030859526167	0.936429777751077	-0.37746781887306	-1.31389759662414	0	0	-0.43612029976244	0.55431401576396	0.841777160853717	0.347248004912954	0	0	0	14166	Fgf11	chr11
216856	6.01614731204462	0.193680351301713	0.340408782031811	0.146728430730098	0	0	0	0.923579259291053	0.862362510242234	0.944895406073259	0	0	0	216856	Nlgn2	chr11
69186	4.54956642327996	0.407497829606349	-0.201275748513095	-0.608773578119444	0	0	0	0.965666011088404	0.99130323066877	0.912302846229058	0	0	0	69186	Tmem256	chr11
70310	5.61078907614311	0.154199683182323	0.218653570158551	0.0644538869762279	0	0	0	0.98797381401126	0.982050290646167	0.996097390758811	0	0	0	70310	Plscr3	chr11
83813	5.30658712047408	-2.25727840359006	-2.2637309064567	-0.00645250286663934	-1.49808185115396	-1.50838748652168	0	0.0950453114762344	0.0936905201425325	0.997428315568434	-1	-1	0	83813	Tnk1	chr11
100503361	2.14185040963386	-1.67997028907809	-1.04318149012735	0.636788798950741	-0.489782611781549	-0.0315796134288916	0	0.370295430741182	0.579689946382167	0.725555307755043	0	0	0	100503361	Tmem95	chr11
216858	6.9832591457764	-0.537812906725128	-0.65700402193527	-0.119191115210142	0	0	0	0.755518419298695	0.698724054636976	0.94796955994905	0	0	0	216858	Kctd11	chr11
216859	0.52572277149525	1.20903649909134	1.07583469861881	-0.133201800472527	0.234909246723231	0.0874365729985881	0	0.433831335662901	0.492502730823974	0.941213736471281	0	0	0	216859	Acap1	chr11
70419	2.31834624837009	0.161567498047995	-0.281629775184238	-0.443197273232233	0	0	0	0.941990208483089	0.901047582724509	0.8359546663262	0	0	0	70419	2810408A11Rik	chr11
216860	5.59382359527621	0.147231044878097	0.02223837316809	-0.124992671710007	0	0	0	0.995173467070709	0.999372647171735	0.99692573853949	0	0	0	216860	Neurl4	chr11
56310	4.95359140488479	-0.26991780494797	-0.107065383970374	0.162852420977596	0	0	0	0.965441238513039	0.988624977518634	0.984855148495134	0	0	0	56310	Gps2	chr11
276770	8.93241192969884	0.0272079503240867	-0.104059028681045	-0.131266979005131	0	0	0	0.999170723934784	0.996537696701517	0.996937044415156	0	0	0	276770	Eif5a	chr11
53422	1.69197261811353	0.509114728989697	-0.456413718203406	-0.965528447193104	0	0	0	0.772472347354455	0.793995006046292	0.558649775335677	0	0	0	53422	Ybx2	chr11
20528	1.88236144675541	-0.853911869067749	1.9270555778359	2.78096744690365	0	0.320660219454741	0.640449424874214	0.779724766251345	0.553813589942297	0.382644092693034	0	0	0	20528	Slc2a4	chr11
53624	6.24634263823073	-1.33962163045454	-3.11433362991477	-1.77471199946023	-0.285603301366048	-1.73039001134435	-0.686758799403382	0.439470638884251	0.0730957966259931	0.282085264142043	0	-1	0	53624	Cldn7	chr11
54351	5.47105421042312	-0.150580369005771	0.256293894852648	0.406874263858419	0	0	0	0.994563705188859	0.988637992339978	0.976582108715378	0	0	0	54351	Elp5	chr11
67181	5.81046962533648	0.00726602917240182	0.235697039562692	0.22843101039029	0	0	0	0.999929042944695	0.996786238369537	0.997594248347211	0	0	0	67181	Ctdnep1	chr11
56486	5.96444186367815	0.179058117128503	-0.0166785738508146	-0.195736690979317	0	0	0	0.995096125516459	0.999620538918659	0.995845485217898	0	0	0	56486	Gabarap	chr11
78246	5.76824598480389	0.367096761951481	0.701127498197216	0.334030736245736	0	0	0	0.979905086108142	0.864743085369942	0.986079335154729	0	0	0	78246	Phf23	chr11
13543	4.46706769680285	0.492291955497597	1.18671244004548	0.694420484547882	0	0.586031951049757	0	0.924071768225745	0.289346128519981	0.817791732838748	0	0	0	13543	Dvl2	chr11
11370	7.18820797525082	-0.608124878319069	-0.731379557971231	-0.123254679652162	0	0	0	0.915468798396351	0.835095328093987	0.996758915370668	0	0	0	11370	Acadvl	chr11
723896	-1.9787378103547	-1.27407607493251	0.295129677897287	1.5692057528298	-0.291801309110686	0	0.640746706199874	0.414916145770101	0.867280657688021	0.285299726206231	0	0	0	723896	Mir324	chr11
13385	4.69376574647533	0.763536619458036	-0.606094866708464	-1.3696314861665	0	0	-0.709121991657638	0.666392982099127	0.77633487608078	0.253607382605738	0	0	0	13385	Dlg4	chr11
11889	-3.37557387828863	1.34017780252271	3.09243671024656	1.75225890772385	0.30310747508641	1.84576754705611	0.673700756091936	0.425849089421789	0.0613433053321671	0.285781867844406	0	1	0	11889	Asgr1	chr11
216864	-2.68358431989248	-1.12624275198767	-0.526052418307771	0.600190333679896	-0.0881947006557258	0	0	0.559152739542168	0.787702467694024	0.748299142775918	0	0	0	216864	Mgl2	chr11
17312	-1.84627562460632	-2.07852239266598	-2.23220585076274	-0.153683458096763	-0.733371272943059	-0.849056305605742	0	0.284491583146512	0.246308074206105	0.934377069493908	0	-1	0	17312	Clec10a	chr11
216867	1.25871484283015	1.24824140410542	1.45815988962056	0.209918485515138	0.224281829592231	0.437009921439796	0	0.458043805593758	0.366177764598604	0.906257013193255	0	0	0	216867	Slc16a11	chr11
69309	1.58765746564026	2.51330126907021	2.70598178433302	0.192680515262814	1.46823278482299	1.74060073742638	0	0.101831240192752	0.0693211271984127	0.913827031994989	1	1	0	69309	Slc16a13	chr11
12029	0.113329025002771	1.97050437965762	2.21883765926693	0.248333279609314	0.708978215439507	0.915961614355907	0	0.287436247907903	0.221828096100172	0.897194035611189	0	1	0	12029	Bcl6b	chr11
104457	4.08511522467095	0.322065468566648	-0.185957231042435	-0.508022699609084	0	0	0	0.927947251813257	0.96703036593634	0.869258329777088	0	0	0	104457	0610010K14Rik	chr11
52898	5.42186576428755	0.181696184149149	-0.294370246950058	-0.476066431099207	0	0	0	0.996511278587999	0.993002548980693	0.980406252785212	0	0	0	52898	Rnasek	chr11
11684	2.21061653642253	-0.0887301915560657	-0.0591086577603712	0.0296215337956944	0	0	0	0.964741504739036	0.975637418631658	0.987767347236249	0	0	0	11684	Alox12	chr11
11685	3.02920670998414	0.165651573443765	-0.229051448256576	-0.394703021700341	0	0	0	0.935355130944901	0.909253746451152	0.831771241075542	0	0	0	11685	Alox12e	chr11
